"","ASR","category","type","rankings","iso","name"
"938",14.7,"breast","mortality",79,"SLE","Sierra Leone"
"939",13.5,"lung","mortality",79,"SYR","Syrian Arab Republic"
"940",6.9,"stomach","incidence",79,"MEX","Mexico"
"941",6.9,"stomach","incidence",79,"PNG","Papua New Guinea"
"942",13.3,"colorectum","incidence",79,"PYF","French Polynesia"
"943",43.9,"breast","incidence",80,"GRC","Greece"
"944",14.5,"breast","mortality",80,"COG","Congo"
"945",14.5,"breast","mortality",80,"NER","Niger"
"946",15.5,"lung","incidence",80,"BHR","Bahrain"
"947",13.4,"lung","mortality",80,"MUS","Mauritius"
"948",5.4,"liver","mortality",80,"COD","Democratic Republic of the Congo"
"949",5.4,"liver","mortality",80,"BGD","Bangladesh"
"950",5.4,"stomach","mortality",80,"COD","Democratic Republic of the Congo"
"951",5.4,"stomach","mortality",80,"BGD","Bangladesh"
"952",13.1,"colorectum","incidence",80,"PHL","Philippines"
"953",7.3,"colorectum","mortality",80,"THA","Thailand"
"954",43.8,"breast","incidence",81,"PRY","Paraguay"
"955",15.1,"lung","incidence",81,"SYR","Syrian Arab Republic"
"956",13.3,"lung","mortality",81,"BRA","Brazil"
"957",0.5,"thyroid","mortality",81,"MDG","Madagascar"
"958",0.5,"thyroid","mortality",81,"CMR","Cameroon"
"959",0.5,"thyroid","mortality",81,"NAM","Namibia"
"960",0.5,"thyroid","mortality",81,"GMB","Gambia (Islamic Republic of the)"
"961",0.5,"thyroid","mortality",81,"GNB","Guinea Bissau"
"962",0.5,"thyroid","mortality",81,"SLE","Sierra Leone"
"963",0.5,"thyroid","mortality",81,"JAM","Jamaica"
"964",0.5,"thyroid","mortality",81,"CRI","Costa Rica"
"965",0.5,"thyroid","mortality",81,"SLV","El Salvador"
"966",0.5,"thyroid","mortality",81,"HND","Honduras"
"967",0.5,"thyroid","mortality",81,"NIC","Nicaragua"
"968",0.5,"thyroid","mortality",81,"CHL","Chile"
"969",0.5,"thyroid","mortality",81,"URY","Uruguay"
"970",0.5,"thyroid","mortality",81,"VEN","Venezuela, Bolivarian Republic of"
"971",0.5,"thyroid","mortality",81,"KOR","Republic of Korea"
"972",0.5,"thyroid","mortality",81,"KGZ","Kyrgyzstan"
"973",0.5,"thyroid","mortality",81,"BHR","Bahrain"
"974",0.5,"thyroid","mortality",81,"ISR","Israel"
"975",6.8,"stomach","incidence",81,"AUT","Austria"
"976",12.9,"colorectum","incidence",81,"COL","Colombia"
"977",7.2,"colorectum","mortality",81,"COL","Colombia"
"978",43,"breast","incidence",82,"PAN","Panama"
"979",14.4,"breast","mortality",82,"SUR","Suriname"
"980",14.4,"breast","mortality",82,"ISL","Iceland"
"981",14.4,"breast","mortality",82,"AUT","Austria"
"982",14,"lung","incidence",82,"PRY","Paraguay"
"983",14,"lung","incidence",82,"IRQ","Iraq"
"984",12.6,"lung","mortality",82,"IRQ","Iraq"
"985",5,"liver","incidence",82,"ECU","Ecuador"
"986",5,"liver","incidence",82,"AZE","Azerbaijan"
"987",5,"liver","incidence",82,"PRT","Portugal"
"988",5.3,"liver","mortality",82,"SGP","Singapore"
"989",2.7,"thyroid","incidence",82,"SOM","Somalia"
"990",2.7,"thyroid","incidence",82,"EGY","Egypt"
"991",2.7,"thyroid","incidence",82,"IRN","Iran (Islamic Republic of)"
"992",6.7,"stomach","incidence",82,"BRB","Barbados"
"993",6.7,"stomach","incidence",82,"ARG","Argentina"
"994",5.3,"stomach","mortality",82,"SGP","Singapore"
"995",12.8,"colorectum","incidence",82,"IDN","Indonesia"
"996",12.8,"colorectum","incidence",82,"KWT","Kuwait"
"997",7.1,"colorectum","mortality",82,"DZA","Algeria"
"998",42.6,"breast","incidence",83,"IRQ","Iraq"
"999",12.5,"lung","mortality",83,"CHL","Chile"
"1000",12.5,"lung","mortality",83,"PRY","Paraguay"
"1001",5.2,"liver","mortality",83,"DZA","Algeria"
"1002",5.2,"stomach","mortality",83,"DZA","Algeria"
"1003",42.5,"breast","incidence",84,"BHR","Bahrain"
"1004",13.6,"lung","incidence",84,"MAR","Morocco"
"1005",5.1,"liver","mortality",84,"NPL","Nepal"
"1006",5.1,"liver","mortality",84,"PSE","Palestine, State of"
"1007",5.1,"liver","mortality",84,"JOR","Jordan"
"1008",5.1,"liver","mortality",84,"QAT","Qatar"
"1009",5.1,"liver","mortality",84,"SYR","Syrian Arab Republic"
"1010",6.5,"stomach","incidence",84,"ESH","Western Sahara"
"1011",6.5,"stomach","incidence",84,"IRL","Ireland"
"1012",5.1,"stomach","mortality",84,"NPL","Nepal"
"1013",5.1,"stomach","mortality",84,"PSE","Palestine, State of"
"1014",5.1,"stomach","mortality",84,"JOR","Jordan"
"1015",5.1,"stomach","mortality",84,"QAT","Qatar"
"1016",5.1,"stomach","mortality",84,"SYR","Syrian Arab Republic"
"1017",12.6,"colorectum","incidence",84,"QAT","Qatar"
"1018",7,"colorectum","mortality",84,"VNM","Viet Nam"
"1019",7,"colorectum","mortality",84,"NCL","New Caledonia"
"1020",41.8,"breast","incidence",85,"ETH","Ethiopia"
"1021",14.3,"breast","mortality",85,"GNB","Guinea Bissau"
"1022",14.3,"breast","mortality",85,"TGO","Togo"
"1023",14.3,"breast","mortality",85,"BRA","Brazil"
"1024",14.3,"breast","mortality",85,"PRK","Democratic People's Republic of Korea"
"1025",13.3,"lung","incidence",85,"CHL","Chile"
"1026",12.4,"lung","mortality",85,"BHR","Bahrain"
"1027",4.9,"liver","incidence",85,"BDI","Burundi"
"1028",4.9,"liver","incidence",85,"PAN","Panama"
"1029",4.9,"liver","incidence",85,"GUF","French Guiana"
"1030",4.9,"liver","incidence",85,"FIN","Finland"
"1031",4.9,"liver","incidence",85,"SVN","Slovenia"
"1032",2.6,"thyroid","incidence",85,"DJI","Djibouti"
"1033",2.6,"thyroid","incidence",85,"MEX","Mexico"
"1034",12.5,"colorectum","incidence",85,"PAN","Panama"
"1035",41.5,"breast","incidence",86,"ZAF","South Africa"
"1036",13.2,"lung","incidence",86,"LAO","Lao People's Democratic Republic"
"1037",12.2,"lung","mortality",86,"MAR","Morocco"
"1038",6.3,"stomach","incidence",86,"SOM","Somalia"
"1039",6.3,"stomach","incidence",86,"PRY","Paraguay"
"1040",12.4,"colorectum","incidence",86,"THA","Thailand"
"1041",41.4,"breast","incidence",87,"SUR","Suriname"
"1042",13,"lung","incidence",87,"PSE","Palestine, State of"
"1043",11.8,"lung","mortality",87,"LAO","Lao People's Democratic Republic"
"1044",2.5,"thyroid","incidence",87,"VNM","Viet Nam"
"1045",2.5,"thyroid","incidence",87,"OMN","Oman"
"1046",2.5,"thyroid","incidence",87,"NLD","Netherlands"
"1047",12.1,"colorectum","incidence",87,"PRY","Paraguay"
"1048",6.9,"colorectum","mortality",87,"CYP","Cyprus"
"1049",41.3,"breast","incidence",88,"UKR","Ukraine"
"1050",12.8,"lung","incidence",88,"SUR","Suriname"
"1051",11.7,"lung","mortality",88,"SUR","Suriname"
"1052",11.7,"lung","mortality",88,"TKM","Turkmenistan"
"1053",11.7,"lung","mortality",88,"PSE","Palestine, State of"
"1054",6.2,"stomach","incidence",88,"SEN","Senegal"
"1055",11.9,"colorectum","incidence",88,"ZAF","South Africa"
"1056",6.7,"colorectum","mortality",88,"ZWE","Zimbabwe"
"1057",6.7,"colorectum","mortality",88,"MMR","Myanmar"
"1058",6.7,"colorectum","mortality",88,"KWT","Kuwait"
"1059",41.2,"breast","incidence",89,"VEN","Venezuela, Bolivarian Republic of"
"1060",14.2,"breast","mortality",89,"COD","Democratic Republic of the Congo"
"1061",14.2,"breast","mortality",89,"LBR","Liberia"
"1062",14.2,"breast","mortality",89,"BLR","Belarus"
"1063",12.7,"lung","incidence",89,"TKM","Turkmenistan"
"1064",4.9,"liver","mortality",89,"BLZ","Belize"
"1065",4.9,"liver","mortality",89,"LKA","Sri Lanka"
"1066",4.9,"liver","mortality",89,"IRQ","Iraq"
"1067",4.9,"liver","mortality",89,"CZE","Czech Republic"
"1068",4.9,"liver","mortality",89,"ESP","Spain"
"1069",6.1,"stomach","incidence",89,"IND","India"
"1070",4.9,"stomach","mortality",89,"BLZ","Belize"
"1071",4.9,"stomach","mortality",89,"LKA","Sri Lanka"
"1072",4.9,"stomach","mortality",89,"IRQ","Iraq"
"1073",4.9,"stomach","mortality",89,"CZE","Czech Republic"
"1074",4.9,"stomach","mortality",89,"ESP","Spain"
"1075",11.6,"colorectum","incidence",89,"SAU","Saudi Arabia"
"1076",40.8,"breast","incidence",90,"MAR","Morocco"
"1077",12.4,"lung","incidence",90,"KHM","Cambodia"
"1078",4.8,"liver","incidence",90,"CMR","Cameroon"
"1079",4.8,"liver","incidence",90,"LBY","Libya"
"1080",4.8,"liver","incidence",90,"ZAF","South Africa"
"1081",2.4,"thyroid","incidence",90,"LBY","Libya"
"1082",2.4,"thyroid","incidence",90,"PRK","Democratic People's Republic of Korea"
"1083",2.4,"thyroid","incidence",90,"KHM","Cambodia"
"1084",2.4,"thyroid","incidence",90,"BHR","Bahrain"
"1085",2.4,"thyroid","incidence",90,"ARE","United Arab Emirates"
"1086",6,"stomach","incidence",90,"DZA","Algeria"
"1087",11.5,"colorectum","incidence",90,"DZA","Algeria"
"1088",40.6,"breast","incidence",91,"SOM","Somalia"
"1089",12.3,"lung","incidence",91,"NPL","Nepal"
"1090",11.3,"lung","mortality",91,"KHM","Cambodia"
"1091",5.9,"stomach","incidence",91,"CUB","Cuba"
"1092",5.9,"stomach","incidence",91,"JOR","Jordan"
"1093",11.3,"colorectum","incidence",91,"BHR","Bahrain"
"1094",6.6,"colorectum","mortality",91,"PAN","Panama"
"1095",6.6,"colorectum","mortality",91,"LAO","Lao People's Democratic Republic"
"1096",6.6,"colorectum","mortality",91,"IRN","Iran (Islamic Republic of)"
"1097",6.6,"colorectum","mortality",91,"SAU","Saudi Arabia"
"1098",40.3,"breast","incidence",92,"IDN","Indonesia"
"1099",14.1,"breast","mortality",92,"GRC","Greece"
"1100",12.2,"lung","incidence",92,"TTO","Trinidad and Tobago"
"1101",11.1,"lung","mortality",92,"BLZ","Belize"
"1102",11.1,"lung","mortality",92,"NPL","Nepal"
"1103",11.1,"colorectum","incidence",92,"PER","Peru"
"1104",11.1,"colorectum","incidence",92,"IRN","Iran (Islamic Republic of)"
"1105",39.6,"breast","incidence",93,"BLZ","Belize"
"1106",14,"breast","mortality",93,"ZWE","Zimbabwe"
"1107",14,"breast","mortality",93,"BFA","Burkina Faso"
"1108",14,"breast","mortality",93,"CRI","Costa Rica"
"1109",14,"breast","mortality",93,"AUS","Australia"
"1110",12,"lung","incidence",93,"DOM","Dominican Republic"
"1111",4.7,"liver","incidence",93,"MLI","Mali"
"1112",4.7,"liver","incidence",93,"CHL","Chile"
"1113",4.7,"liver","incidence",93,"SAU","Saudi Arabia"
"1114",4.7,"liver","incidence",93,"HRV","Croatia"
"1115",5.8,"stomach","incidence",93,"TGO","Togo"
"1116",5.8,"stomach","incidence",93,"GUF","French Guiana"
"1117",5.8,"stomach","incidence",93,"LKA","Sri Lanka"
"1118",5.8,"stomach","incidence",93,"QAT","Qatar"
"1119",5.8,"stomach","incidence",93,"BEL","Belgium"
"1120",39.2,"breast","incidence",94,"ARE","United Arab Emirates"
"1121",11.8,"lung","incidence",94,"BLZ","Belize"
"1122",10.8,"lung","mortality",94,"TTO","Trinidad and Tobago"
"1123",4.8,"liver","mortality",94,"SSD","South Sudan"
"1124",4.8,"liver","mortality",94,"UGA","Uganda"
"1125",4.8,"liver","mortality",94,"BRB","Barbados"
"1126",4.8,"liver","mortality",94,"KHM","Cambodia"
"1127",4.8,"stomach","mortality",94,"SSD","South Sudan"
"1128",4.8,"stomach","mortality",94,"UGA","Uganda"
"1129",4.8,"stomach","mortality",94,"BRB","Barbados"
"1130",4.8,"stomach","mortality",94,"KHM","Cambodia"
"1131",10.9,"colorectum","incidence",94,"TUN","Tunisia"
"1132",39.1,"breast","incidence",95,"TUR","Turkey"
"1133",11.5,"lung","incidence",95,"AZE","Azerbaijan"
"1134",10.7,"lung","mortality",95,"DOM","Dominican Republic"
"1135",2.3,"thyroid","incidence",95,"MLI","Mali"
"1136",2.3,"thyroid","incidence",95,"BLZ","Belize"
"1137",2.3,"thyroid","incidence",95,"QAT","Qatar"
"1138",2.3,"thyroid","incidence",95,"YEM","Yemen"
"1139",10.7,"colorectum","incidence",95,"ECU","Ecuador"
"1140",10.7,"colorectum","incidence",95,"VEN","Venezuela, Bolivarian Republic of"
"1141",6.4,"colorectum","mortality",95,"TUN","Tunisia"
"1142",6.4,"colorectum","mortality",95,"ECU","Ecuador"
"1143",6.4,"colorectum","mortality",95,"PER","Peru"
"1144",6.4,"colorectum","mortality",95,"PNG","Papua New Guinea"
"1145",38.7,"breast","incidence",96,"MYS","Malaysia"
"1146",38.7,"breast","incidence",96,"MDA","Republic of Moldova"
"1147",11,"lung","incidence",96,"COL","Colombia"
"1148",10.5,"lung","mortality",96,"AZE","Azerbaijan"
"1149",13.9,"breast","mortality",97,"BDI","Burundi"
"1150",13.9,"breast","mortality",97,"CAN","Canada"
"1151",10.7,"lung","incidence",97,"QAT","Qatar"
"1152",10.2,"lung","mortality",97,"QAT","Qatar"
"1153",4.6,"liver","incidence",97,"JAM","Jamaica"
"1154",4.6,"liver","incidence",97,"BRA","Brazil"
"1155",4.6,"liver","incidence",97,"BIH","Bosnia and Herzegovina"
"1156",4.6,"liver","incidence",97,"DEU","Germany"
"1157",10.2,"colorectum","incidence",97,"DOM","Dominican Republic"
"1158",38.3,"breast","incidence",98,"KEN","Kenya"
"1159",10.1,"lung","incidence",98,"PER","Peru"
"1160",10.1,"lung","mortality",98,"COL","Colombia"
"1161",4.7,"liver","mortality",98,"OMN","Oman"
"1162",5.7,"stomach","incidence",98,"BLZ","Belize"
"1163",5.7,"stomach","incidence",98,"BGD","Bangladesh"
"1164",4.7,"stomach","mortality",98,"OMN","Oman"
"1165",10.1,"colorectum","incidence",98,"VNM","Viet Nam"
"1166",38.1,"breast","incidence",99,"DOM","Dominican Republic"
"1167",13.8,"breast","mortality",99,"POL","Poland"
"1168",10,"lung","incidence",99,"BGD","Bangladesh"
"1169",9,"lung","mortality",99,"BHS","Bahamas"
"1170",9,"lung","mortality",99,"BGD","Bangladesh"
"1171",4.6,"liver","mortality",99,"CUB","Cuba"
"1172",2.2,"thyroid","incidence",99,"PAN","Panama"
"1173",2.2,"thyroid","incidence",99,"SRB","Serbia"
"1174",0.4,"thyroid","mortality",99,"MUS","Mauritius"
"1175",0.4,"thyroid","mortality",99,"MOZ","Mozambique"
"1176",0.4,"thyroid","mortality",99,"TZA","United Republic of Tanzania"
"1177",0.4,"thyroid","mortality",99,"ZAF","South Africa"
"1178",0.4,"thyroid","mortality",99,"GHA","Ghana"
"1179",0.4,"thyroid","mortality",99,"GIN","Guinea"
"1180",0.4,"thyroid","mortality",99,"NGA","Nigeria"
"1181",0.4,"thyroid","mortality",99,"MTQ","Martinique"
"1182",0.4,"thyroid","mortality",99,"GTM","Guatemala"
"1183",0.4,"thyroid","mortality",99,"BRA","Brazil"
"1184",0.4,"thyroid","mortality",99,"JPN","Japan"
"1185",0.4,"thyroid","mortality",99,"SGP","Singapore"
"1186",0.4,"thyroid","mortality",99,"BGD","Bangladesh"
"1187",0.4,"thyroid","mortality",99,"GEO","Georgia"
"1188",0.4,"thyroid","mortality",99,"KWT","Kuwait"
"1189",0.4,"thyroid","mortality",99,"BLR","Belarus"
"1190",0.4,"thyroid","mortality",99,"HUN","Hungary"
"1191",0.4,"thyroid","mortality",99,"MDA","Republic of Moldova"
"1192",0.4,"thyroid","mortality",99,"ROU","Romania"
"1193",0.4,"thyroid","mortality",99,"UKR","Ukraine"
"1194",0.4,"thyroid","mortality",99,"EST","Estonia"
"1195",0.4,"thyroid","mortality",99,"LVA","Latvia"
"1196",0.4,"thyroid","mortality",99,"LTU","Lithuania"
"1197",0.4,"thyroid","mortality",99,"BIH","Bosnia and Herzegovina"
"1198",0.4,"thyroid","mortality",99,"CYP","Cyprus"
"1199",0.4,"thyroid","mortality",99,"ITA","Italy"
"1200",0.4,"thyroid","mortality",99,"SRB","Serbia"
"1201",0.4,"thyroid","mortality",99,"CHE","Switzerland"
"1202",4.6,"stomach","mortality",99,"CUB","Cuba"
"1203",9.3,"colorectum","incidence",99,"GUY","Guyana"
"1204",6.3,"colorectum","mortality",99,"KEN","Kenya"
"1205",6.3,"colorectum","mortality",99,"GUY","Guyana"
"1206",37.4,"breast","incidence",100,"BIH","Bosnia and Herzegovina"
"1207",13.6,"breast","mortality",100,"UGA","Uganda"
"1208",13.6,"breast","mortality",100,"FIN","Finland"
"1209",13.6,"breast","mortality",100,"CHE","Switzerland"
"1210",4.5,"liver","mortality",100,"MDG","Madagascar"
"1211",4.5,"liver","mortality",100,"ISR","Israel"
"1212",4.5,"liver","mortality",100,"LBN","Lebanon"
"1213",5.6,"stomach","incidence",100,"SYR","Syrian Arab Republic"
"1214",5.6,"stomach","incidence",100,"DNK","Denmark"
"1215",5.6,"stomach","incidence",100,"NLD","Netherlands"
"1216",4.5,"stomach","mortality",100,"MDG","Madagascar"
"1217",4.5,"stomach","mortality",100,"ISR","Israel"
"1218",4.5,"stomach","mortality",100,"LBN","Lebanon"
"1219",9.1,"colorectum","incidence",100,"BOL","Bolivia (Plurinational State of)"
"1220",37.1,"breast","incidence",101,"GUF","French Guiana"
"1221",9.9,"lung","incidence",101,"MUS","Mauritius"
"1222",9.9,"lung","incidence",101,"DZA","Algeria"
"1223",8.9,"lung","mortality",101,"PER","Peru"
"1224",8.9,"lung","mortality",101,"ARE","United Arab Emirates"
"1225",4.5,"liver","incidence",101,"MOZ","Mozambique"
"1226",4.5,"liver","incidence",101,"SDN","Sudan"
"1227",4.5,"liver","incidence",101,"PRI","Puerto Rico"
"1228",4.5,"liver","incidence",101,"SRB","Serbia"
"1229",4.5,"liver","incidence",101,"PYF","French Polynesia"
"1230",2.1,"thyroid","incidence",101,"TTO","Trinidad and Tobago"
"1231",2.1,"thyroid","incidence",101,"PRY","Paraguay"
"1232",9,"colorectum","incidence",101,"BLZ","Belize"
"1233",9,"colorectum","incidence",101,"TKM","Turkmenistan"
"1234",6.2,"colorectum","mortality",101,"SOM","Somalia"
"1235",6.2,"colorectum","mortality",101,"KHM","Cambodia"
"1236",36.8,"breast","incidence",102,"PRK","Democratic People's Republic of Korea"
"1237",36.2,"breast","incidence",103,"ESH","Western Sahara"
"1238",13.5,"breast","mortality",103,"MRT","Mauritania"
"1239",13.5,"breast","mortality",103,"MTQ","Martinique"
"1240",13.5,"breast","mortality",103,"BLZ","Belize"
"1241",9.7,"lung","incidence",103,"BHS","Bahamas"
"1242",8.8,"lung","mortality",103,"DZA","Algeria"
"1243",8.8,"lung","mortality",103,"VUT","Vanuatu"
"1244",4.4,"liver","mortality",103,"GRC","Greece"
"1245",2,"thyroid","incidence",103,"SSD","South Sudan"
"1246",2,"thyroid","incidence",103,"SDN","Sudan"
"1247",2,"thyroid","incidence",103,"TUN","Tunisia"
"1248",2,"thyroid","incidence",103,"MMR","Myanmar"
"1249",2,"thyroid","incidence",103,"IRQ","Iraq"
"1250",5.5,"stomach","incidence",103,"PSE","Palestine, State of"
"1251",5.5,"stomach","incidence",103,"LBN","Lebanon"
"1252",4.4,"stomach","mortality",103,"GRC","Greece"
"1253",8.8,"colorectum","incidence",103,"ZWE","Zimbabwe"
"1254",8.8,"colorectum","incidence",103,"LAO","Lao People's Democratic Republic"
"1255",6.1,"colorectum","mortality",103,"MDG","Madagascar"
"1256",6.1,"colorectum","mortality",103,"VEN","Venezuela, Bolivarian Republic of"
"1257",35.9,"breast","incidence",104,"DJI","Djibouti"
"1258",35.9,"breast","incidence",104,"ERI","Eritrea"
"1259",9.6,"lung","incidence",104,"VUT","Vanuatu"
"1260",4.3,"liver","mortality",104,"CIV","Côte D'Ivoire"
"1261",4.3,"liver","mortality",104,"ARE","United Arab Emirates"
"1262",4.3,"liver","mortality",104,"DEU","Germany"
"1263",4.3,"stomach","mortality",104,"CIV","Côte D'Ivoire"
"1264",4.3,"stomach","mortality",104,"ARE","United Arab Emirates"
"1265",4.3,"stomach","mortality",104,"DEU","Germany"
"1266",9.4,"lung","incidence",105,"ARE","United Arab Emirates"
"1267",5.4,"stomach","incidence",105,"COD","Democratic Republic of the Congo"
"1268",5.4,"stomach","incidence",105,"CYP","Cyprus"
"1269",8.7,"colorectum","incidence",105,"MMR","Myanmar"
"1270",6,"colorectum","mortality",105,"DOM","Dominican Republic"
"1271",6,"colorectum","mortality",105,"PYF","French Polynesia"
"1272",35.7,"breast","incidence",106,"COL","Colombia"
"1273",13.4,"breast","mortality",106,"MDG","Madagascar"
"1274",13.4,"breast","mortality",106,"TUR","Turkey"
"1275",13.4,"breast","mortality",106,"SWE","Sweden"
"1276",13.4,"breast","mortality",106,"VUT","Vanuatu"
"1277",9.2,"lung","incidence",106,"MTQ","Martinique"
"1278",9.2,"lung","incidence",106,"PRI","Puerto Rico"
"1279",8.3,"lung","mortality",106,"MTQ","Martinique"
"1280",8.3,"lung","mortality",106,"PRI","Puerto Rico"
"1281",4.4,"liver","incidence",106,"BTN","Bhutan"
"1282",8.6,"colorectum","incidence",106,"KEN","Kenya"
"1283",35.4,"breast","incidence",107,"MEX","Mexico"
"1284",4.3,"liver","incidence",107,"CZE","Czech Republic"
"1285",4.3,"liver","incidence",107,"SVK","Slovakia"
"1286",4.2,"liver","mortality",107,"ZMB","Zambia"
"1287",4.2,"liver","mortality",107,"SUR","Suriname"
"1288",4.2,"liver","mortality",107,"IRL","Ireland"
"1289",5.3,"stomach","incidence",107,"NPL","Nepal"
"1290",5.3,"stomach","incidence",107,"IRQ","Iraq"
"1291",5.3,"stomach","incidence",107,"OMN","Oman"
"1292",5.3,"stomach","incidence",107,"GRC","Greece"
"1293",4.2,"stomach","mortality",107,"ZMB","Zambia"
"1294",4.2,"stomach","mortality",107,"SUR","Suriname"
"1295",4.2,"stomach","mortality",107,"IRL","Ireland"
"1296",8.5,"colorectum","incidence",107,"MAR","Morocco"
"1297",8.5,"colorectum","incidence",107,"SLV","El Salvador"
"1298",8.5,"colorectum","incidence",107,"GEO","Georgia"
"1299",8.5,"colorectum","incidence",107,"ARE","United Arab Emirates"
"1300",5.9,"colorectum","mortality",107,"MAR","Morocco"
"1301",5.9,"colorectum","mortality",107,"VUT","Vanuatu"
"1302",35.2,"breast","incidence",108,"CMR","Cameroon"
"1303",9,"lung","incidence",108,"PAN","Panama"
"1304",7.9,"lung","mortality",108,"ESH","Western Sahara"
"1305",7.9,"lung","mortality",108,"PAN","Panama"
"1306",1.9,"thyroid","incidence",108,"ZWE","Zimbabwe"
"1307",35.1,"breast","incidence",109,"AFG","Afghanistan"
"1308",8.7,"lung","incidence",109,"ESH","Western Sahara"
"1309",4.2,"liver","incidence",109,"JOR","Jordan"
"1310",4.2,"liver","incidence",109,"BGR","Bulgaria"
"1311",4.2,"liver","incidence",109,"AUS","Australia"
"1312",1.8,"thyroid","incidence",109,"ESH","Western Sahara"
"1313",1.8,"thyroid","incidence",109,"MNE","Montenegro"
"1314",5.8,"colorectum","mortality",109,"ETH","Ethiopia"
"1315",5.8,"colorectum","mortality",109,"TKM","Turkmenistan"
"1316",5.8,"colorectum","mortality",109,"SLB","Solomon Islands"
"1317",34.8,"breast","incidence",110,"CHL","Chile"
"1318",13.2,"breast","mortality",110,"GEO","Georgia"
"1319",8,"lung","incidence",110,"UZB","Uzbekistan"
"1320",8,"lung","incidence",110,"KWT","Kuwait"
"1321",8,"lung","incidence",110,"PNG","Papua New Guinea"
"1322",7.7,"lung","mortality",110,"MDV","Maldives"
"1323",4,"liver","mortality",110,"CPV","Cabo Verde"
"1324",4,"liver","mortality",110,"GUY","Guyana"
"1325",4,"liver","mortality",110,"CYP","Cyprus"
"1326",4,"liver","mortality",110,"AUT","Austria"
"1327",4,"stomach","mortality",110,"CPV","Cabo Verde"
"1328",4,"stomach","mortality",110,"GUY","Guyana"
"1329",4,"stomach","mortality",110,"CYP","Cyprus"
"1330",4,"stomach","mortality",110,"AUT","Austria"
"1331",34.1,"breast","incidence",111,"TCD","Chad"
"1332",13.1,"breast","mortality",111,"SVK","Slovakia"
"1333",13.1,"breast","mortality",111,"PRT","Portugal"
"1334",13.1,"breast","mortality",111,"LUX","Luxembourg"
"1335",7.5,"lung","mortality",111,"UZB","Uzbekistan"
"1336",1.7,"thyroid","incidence",111,"CUB","Cuba"
"1337",1.7,"thyroid","incidence",111,"JAM","Jamaica"
"1338",1.7,"thyroid","incidence",111,"SLV","El Salvador"
"1339",1.7,"thyroid","incidence",111,"SUR","Suriname"
"1340",1.7,"thyroid","incidence",111,"GEO","Georgia"
"1341",1.7,"thyroid","incidence",111,"MKD","The former Yugoslav Republic of Macedonia"
"1342",5.2,"stomach","incidence",111,"FIN","Finland"
"1343",5.2,"stomach","incidence",111,"NZL","New Zealand"
"1344",8.4,"colorectum","incidence",111,"ALB","Albania"
"1345",33.7,"breast","incidence",112,"CIV","Côte D'Ivoire"
"1346",33.7,"breast","incidence",112,"PNG","Papua New Guinea"
"1347",7.3,"lung","mortality",112,"GUF","French Guiana"
"1348",8.2,"colorectum","incidence",112,"KHM","Cambodia"
"1349",8.2,"colorectum","incidence",112,"KGZ","Kyrgyzstan"
"1350",5.7,"colorectum","mortality",112,"BOL","Bolivia (Plurinational State of)"
"1351",5.7,"colorectum","mortality",112,"KGZ","Kyrgyzstan"
"1352",7.7,"lung","incidence",113,"IRN","Iran (Islamic Republic of)"
"1353",7.7,"lung","incidence",113,"MDV","Maldives"
"1354",7.7,"lung","incidence",113,"TJK","Tajikistan"
"1355",7.2,"lung","mortality",113,"ECU","Ecuador"
"1356",7.2,"lung","mortality",113,"TJK","Tajikistan"
"1357",7.2,"lung","mortality",113,"PNG","Papua New Guinea"
"1358",7.2,"lung","mortality",113,"SLB","Solomon Islands"
"1359",4.1,"liver","incidence",113,"CRI","Costa Rica"
"1360",4.1,"liver","incidence",113,"SYR","Syrian Arab Republic"
"1361",4.1,"liver","incidence",113,"MKD","The former Yugoslav Republic of Macedonia"
"1362",5.1,"stomach","incidence",113,"UGA","Uganda"
"1363",5.1,"stomach","incidence",113,"ZAF","South Africa"
"1364",32.7,"breast","incidence",114,"ECU","Ecuador"
"1365",3.9,"liver","mortality",114,"BDI","Burundi"
"1366",3.9,"liver","mortality",114,"ZAF","South Africa"
"1367",3.9,"liver","mortality",114,"YEM","Yemen"
"1368",3.9,"liver","mortality",114,"NCL","New Caledonia"
"1369",3.9,"stomach","mortality",114,"BDI","Burundi"
"1370",3.9,"stomach","mortality",114,"ZAF","South Africa"
"1371",3.9,"stomach","mortality",114,"YEM","Yemen"
"1372",3.9,"stomach","mortality",114,"NCL","New Caledonia"
"1373",8.1,"colorectum","incidence",114,"PNG","Papua New Guinea"
"1374",5.6,"colorectum","mortality",114,"BLZ","Belize"
"1375",32.6,"breast","incidence",115,"TLS","Timor-Leste"
"1376",13,"breast","mortality",115,"PRI","Puerto Rico"
"1377",5,"stomach","incidence",115,"SSD","South Sudan"
"1378",5,"stomach","incidence",115,"SUR","Suriname"
"1379",5,"stomach","incidence",115,"KHM","Cambodia"
"1380",5,"stomach","incidence",115,"ISL","Iceland"
"1381",8,"colorectum","incidence",115,"MDG","Madagascar"
"1382",8,"colorectum","incidence",115,"SOM","Somalia"
"1383",5.5,"colorectum","mortality",115,"NIC","Nicaragua"
"1384",31.8,"breast","incidence",116,"SSD","South Sudan"
"1385",31.8,"breast","incidence",116,"TUN","Tunisia"
"1386",31.8,"breast","incidence",116,"VUT","Vanuatu"
"1387",12.9,"breast","mortality",116,"DOM","Dominican Republic"
