"","ASR","category","type","rankings","iso","name"
"1",111.9,"breast","incidence",1,"BEL","Belgium"
"2",28.4,"breast","mortality",1,"FJI","Fiji"
"3",51.6,"lung","incidence",1,"HUN","Hungary"
"4",43.3,"lung","mortality",1,"HUN","Hungary"
"5",78.1,"liver","incidence",1,"MNG","Mongolia"
"6",25.3,"liver","mortality",1,"MNG","Mongolia"
"7",52.8,"thyroid","incidence",1,"KOR","Republic of Korea"
"8",4.6,"thyroid","mortality",1,"VUT","Vanuatu"
"9",41.8,"stomach","incidence",1,"KOR","Republic of Korea"
"10",25.3,"stomach","mortality",1,"MNG","Mongolia"
"11",45,"colorectum","incidence",1,"KOR","Republic of Korea"
"12",20.8,"colorectum","mortality",1,"HUN","Hungary"
"13",105,"breast","incidence",2,"DNK","Denmark"
"14",26.3,"breast","mortality",2,"BHS","Bahamas"
"15",45.6,"lung","incidence",2,"SRB","Serbia"
"16",40.9,"lung","mortality",2,"PRK","Democratic People's Republic of Korea"
"17",52.6,"liver","incidence",2,"LAO","Lao People's Democratic Republic"
"18",21.4,"liver","mortality",2,"GTM","Guatemala"
"19",22.2,"thyroid","incidence",2,"NCL","New Caledonia"
"20",4.4,"thyroid","mortality",2,"PNG","Papua New Guinea"
"21",32.5,"stomach","incidence",2,"MNG","Mongolia"
"22",21.4,"stomach","mortality",2,"GTM","Guatemala"
"23",42.7,"colorectum","incidence",2,"SVK","Slovakia"
"24",18.7,"colorectum","mortality",2,"HRV","Croatia"
"25",99,"breast","incidence",3,"NLD","Netherlands"
"26",25.9,"breast","mortality",3,"NGA","Nigeria"
"27",44.2,"lung","incidence",3,"PRK","Democratic People's Republic of Korea"
"28",39.1,"lung","mortality",3,"SRB","Serbia"
"29",25.8,"liver","incidence",3,"GMB","Gambia (Islamic Republic of the)"
"30",19.8,"liver","mortality",3,"TJK","Tajikistan"
"31",16.1,"thyroid","incidence",3,"PRI","Puerto Rico"
"32",4.2,"thyroid","mortality",3,"SLB","Solomon Islands"
"33",29.9,"stomach","incidence",3,"JPN","Japan"
"34",19.8,"stomach","mortality",3,"TJK","Tajikistan"
"35",42.3,"colorectum","incidence",3,"HUN","Hungary"
"36",18,"colorectum","mortality",3,"SVK","Slovakia"
"37",98.9,"breast","incidence",4,"BHS","Bahamas"
"38",25.5,"breast","mortality",4,"MKD","The former Yugoslav Republic of Macedonia"
"39",40.8,"lung","incidence",4,"MKD","The former Yugoslav Republic of Macedonia"
"40",36.9,"lung","mortality",4,"MNE","Montenegro"
"41",25.6,"liver","incidence",4,"EGY","Egypt"
"42",19.6,"liver","mortality",4,"KGZ","Kyrgyzstan"
"43",15.2,"thyroid","incidence",4,"PYF","French Polynesia"
"44",2.9,"thyroid","mortality",4,"ETH","Ethiopia"
"45",23.7,"stomach","incidence",4,"GTM","Guatemala"
"46",19.6,"stomach","mortality",4,"KGZ","Kyrgyzstan"
"47",40.5,"colorectum","incidence",4,"DNK","Denmark"
"48",16.6,"colorectum","mortality",4,"SRB","Serbia"
"49",96.3,"breast","incidence",5,"ISL","Iceland"
"50",25.2,"breast","mortality",5,"PAK","Pakistan"
"51",40.1,"lung","incidence",5,"NCL","New Caledonia"
"52",36.8,"lung","mortality",5,"NCL","New Caledonia"
"53",24.6,"liver","incidence",5,"VNM","Viet Nam"
"54",18,"liver","mortality",5,"KAZ","Kazakhstan"
"55",13.2,"thyroid","incidence",5,"USA","United States of America"
"56",2.8,"thyroid","mortality",5,"TLS","Timor-Leste"
"57",22.7,"stomach","incidence",5,"CHN","China"
"58",18,"stomach","mortality",5,"KAZ","Kazakhstan"
"59",40.2,"colorectum","incidence",5,"NLD","Netherlands"
"60",16.5,"colorectum","mortality",5,"MDA","Republic of Moldova"
"61",95,"breast","incidence",6,"GBR","United Kingdom of Great Britain and Northern Ireland"
"62",24.4,"breast","mortality",6,"SLB","Solomon Islands"
"63",39.6,"lung","incidence",6,"MNE","Montenegro"
"64",36.1,"lung","mortality",6,"MKD","The former Yugoslav Republic of Macedonia"
"65",22.8,"liver","incidence",6,"KOR","Republic of Korea"
"66",17.9,"liver","mortality",6,"CHN","China"
"67",12.7,"thyroid","incidence",6,"CAN","Canada"
"68",2.3,"thyroid","mortality",6,"ERI","Eritrea"
"69",21.7,"stomach","incidence",6,"TJK","Tajikistan"
"70",17.9,"stomach","mortality",6,"CHN","China"
"71",38.9,"colorectum","incidence",6,"CZE","Czech Republic"
"72",38.9,"colorectum","incidence",6,"NOR","Norway"
"73",16.2,"colorectum","mortality",6,"SVN","Slovenia"
"74",94.7,"breast","incidence",7,"BRB","Barbados"
"75",24.2,"breast","mortality",7,"ARM","Armenia"
"76",39.2,"lung","incidence",7,"DNK","Denmark"
"77",35.6,"lung","mortality",7,"PYF","French Polynesia"
"78",22.3,"liver","incidence",7,"CHN","China"
"79",22.3,"liver","incidence",7,"THA","Thailand"
"80",16.8,"liver","mortality",7,"ALB","Albania"
"81",12.2,"thyroid","incidence",7,"LTU","Lithuania"
"82",2.2,"thyroid","mortality",7,"PSE","Palestine, State of"
"83",21.6,"stomach","incidence",7,"KAZ","Kazakhstan"
"84",16.8,"stomach","mortality",7,"ALB","Albania"
"85",16,"colorectum","mortality",7,"BGR","Bulgaria"
"86",92.9,"breast","incidence",8,"USA","United States of America"
"87",24,"breast","mortality",8,"LBN","Lebanon"
"88",38.4,"lung","incidence",8,"USA","United States of America"
"89",33.4,"lung","mortality",8,"POL","Poland"
"90",16.5,"liver","mortality",8,"BTN","Bhutan"
"91",11.5,"thyroid","incidence",8,"ISR","Israel"
"92",1.9,"thyroid","mortality",8,"SOM","Somalia"
"93",1.9,"thyroid","mortality",8,"MLI","Mali"
"94",1.9,"thyroid","mortality",8,"LAO","Lao People's Democratic Republic"
"95",1.9,"thyroid","mortality",8,"NCL","New Caledonia"
"96",21.4,"stomach","incidence",8,"KGZ","Kyrgyzstan"
"97",16.5,"stomach","mortality",8,"BTN","Bhutan"
"98",38.4,"colorectum","incidence",8,"AUS","Australia"
"99",15.9,"colorectum","mortality",8,"MNE","Montenegro"
"100",92.3,"breast","incidence",9,"IRL","Ireland"
"101",23.5,"breast","mortality",9,"TTO","Trinidad and Tobago"
"102",38,"lung","incidence",9,"POL","Poland"
"103",32.5,"lung","mortality",9,"CHN","China"
"104",22,"liver","incidence",9,"KHM","Cambodia"
"105",16.3,"liver","mortality",9,"TKM","Turkmenistan"
"106",10.9,"thyroid","incidence",9,"TUR","Turkey"
"107",20.1,"stomach","incidence",9,"ALB","Albania"
"108",16.3,"stomach","mortality",9,"TKM","Turkmenistan"
"109",37.3,"colorectum","incidence",9,"NZL","New Zealand"
"110",15.7,"colorectum","mortality",9,"URY","Uruguay"
"111",92.2,"breast","incidence",10,"PYF","French Polynesia"
"112",23.4,"breast","mortality",10,"NCL","New Caledonia"
"113",37.9,"lung","incidence",10,"CAN","Canada"
"114",32,"lung","mortality",10,"ARM","Armenia"
"115",19.5,"liver","incidence",10,"GIN","Guinea"
"116",15.5,"liver","mortality",10,"ECU","Ecuador"
"117",10.8,"thyroid","incidence",10,"ITA","Italy"
"118",18.8,"stomach","incidence",10,"BLR","Belarus"
"119",15.5,"stomach","mortality",10,"ECU","Ecuador"
"120",37,"colorectum","incidence",10,"SVN","Slovenia"
"121",15.5,"colorectum","mortality",10,"JOR","Jordan"
"122",91.6,"breast","incidence",11,"DEU","Germany"
"123",23,"breast","mortality",11,"ETH","Ethiopia"
"124",37.2,"lung","incidence",11,"NLD","Netherlands"
"125",31.4,"lung","mortality",11,"DNK","Denmark"
"126",18.2,"liver","incidence",11,"SLE","Sierra Leone"
"127",15.3,"liver","mortality",11,"BLR","Belarus"
"128",10.2,"thyroid","incidence",11,"AUT","Austria"
"129",18.2,"stomach","incidence",11,"TKM","Turkmenistan"
"130",15.3,"stomach","mortality",11,"BLR","Belarus"
"131",36.7,"colorectum","incidence",11,"BEL","Belgium"
"132",15.4,"colorectum","mortality",11,"CZE","Czech Republic"
"133",91.3,"breast","incidence",12,"ITA","Italy"
"134",22.7,"breast","mortality",12,"URY","Uruguay"
"135",37.1,"lung","incidence",12,"PYF","French Polynesia"
"136",31.2,"lung","mortality",12,"HRV","Croatia"
"137",31.2,"lung","mortality",12,"GUM","Guam"
"138",17.9,"liver","incidence",12,"LBR","Liberia"
"139",15.1,"liver","mortality",12,"HND","Honduras"
"140",10.1,"thyroid","incidence",12,"VUT","Vanuatu"
"141",1.8,"thyroid","mortality",12,"JOR","Jordan"
"142",1.8,"thyroid","mortality",12,"YEM","Yemen"
"143",17.3,"stomach","incidence",12,"CRI","Costa Rica"
"144",15.1,"stomach","mortality",12,"HND","Honduras"
"145",35.9,"colorectum","incidence",12,"ISR","Israel"
"146",15.2,"colorectum","mortality",12,"RUS","Russian Federation"
"147",89.7,"breast","incidence",13,"FRA","France"
"148",22.1,"breast","mortality",13,"BRB","Barbados"
"149",36.8,"lung","incidence",13,"BEL","Belgium"
"150",17,"liver","incidence",13,"CIV","Côte D'Ivoire"
"151",14.9,"liver","mortality",13,"VNM","Viet Nam"
"152",9.8,"thyroid","incidence",13,"LUX","Luxembourg"
"153",17.2,"stomach","incidence",13,"BTN","Bhutan"
"154",14.9,"stomach","mortality",13,"VNM","Viet Nam"
"155",35.2,"colorectum","incidence",13,"CAN","Canada"
"156",15.1,"colorectum","mortality",13,"NZL","New Zealand"
"157",89.4,"breast","incidence",14,"FIN","Finland"
"158",22,"breast","mortality",14,"SRB","Serbia"
"159",36.1,"lung","incidence",14,"CHN","China"
"160",31.1,"lung","mortality",14,"TUR","Turkey"
"161",16.2,"liver","incidence",14,"PRK","Democratic People's Republic of Korea"
"162",14,"liver","mortality",14,"MKD","The former Yugoslav Republic of Macedonia"
"163",9.4,"thyroid","incidence",14,"HRV","Croatia"
"164",1.7,"thyroid","mortality",14,"DZA","Algeria"
"165",1.7,"thyroid","mortality",14,"MAR","Morocco"
"166",17,"stomach","incidence",14,"HND","Honduras"
"167",14,"stomach","mortality",14,"MKD","The former Yugoslav Republic of Macedonia"
"168",34.9,"colorectum","incidence",14,"IRL","Ireland"
"169",14.5,"colorectum","mortality",14,"POL","Poland"
"170",14.5,"colorectum","mortality",14,"DNK","Denmark"
"171",89.1,"breast","incidence",15,"LUX","Luxembourg"
"172",21.8,"breast","mortality",15,"JOR","Jordan"
"173",35.9,"lung","incidence",15,"ARM","Armenia"
"174",30.5,"lung","mortality",15,"BEL","Belgium"
"175",30.5,"lung","mortality",15,"NLD","Netherlands"
"176",16,"liver","incidence",15,"GTM","Guatemala"
"177",13.8,"liver","mortality",15,"CHL","Chile"
"178",9.3,"thyroid","incidence",15,"CRI","Costa Rica"
"179",16.9,"stomach","incidence",15,"ECU","Ecuador"
"180",13.8,"stomach","mortality",15,"CHL","Chile"
"181",33.9,"colorectum","incidence",15,"ITA","Italy"
"182",87.6,"breast","incidence",16,"NCL","New Caledonia"
"183",21.5,"breast","mortality",16,"SYR","Syrian Arab Republic"
"184",35,"lung","incidence",16,"FRA","France"
"185",15.1,"liver","incidence",16,"VUT","Vanuatu"
"186",13.6,"liver","mortality",16,"SLV","El Salvador"
"187",9.1,"thyroid","incidence",16,"BLR","Belarus"
"188",1.6,"thyroid","mortality",16,"DJI","Djibouti"
"189",1.6,"thyroid","mortality",16,"KHM","Cambodia"
"190",1.6,"thyroid","mortality",16,"SAU","Saudi Arabia"
"191",1.6,"thyroid","mortality",16,"SYR","Syrian Arab Republic"
"192",16.5,"stomach","incidence",16,"MKD","The former Yugoslav Republic of Macedonia"
"193",13.6,"stomach","mortality",16,"SLV","El Salvador"
"194",33.7,"colorectum","incidence",16,"SGP","Singapore"
"195",14.1,"colorectum","mortality",16,"BRB","Barbados"
"196",86,"breast","incidence",17,"AUS","Australia"
"197",20.6,"breast","mortality",17,"SOM","Somalia"
"198",20.6,"breast","mortality",17,"AFG","Afghanistan"
"199",34.7,"lung","incidence",17,"TUR","Turkey"
"200",34.7,"lung","incidence",17,"GUM","Guam"
"201",30.1,"lung","mortality",17,"CUB","Cuba"
"202",14.4,"liver","incidence",17,"BFA","Burkina Faso"
"203",13.1,"liver","mortality",17,"PER","Peru"
"204",13.1,"liver","mortality",17,"RUS","Russian Federation"
"205",8.9,"thyroid","incidence",17,"CYP","Cyprus"
"206",16.4,"stomach","incidence",17,"SLV","El Salvador"
"207",13.1,"stomach","mortality",17,"PER","Peru"
"208",13.1,"stomach","mortality",17,"RUS","Russian Federation"
"209",33.1,"colorectum","incidence",17,"ESP","Spain"
"210",13.7,"colorectum","mortality",17,"UKR","Ukraine"
"211",13.7,"colorectum","mortality",17,"LTU","Lithuania"
"212",85.9,"breast","incidence",18,"MLT","Malta"
"213",28.6,"lung","mortality",18,"USA","United States of America"
"214",13.5,"liver","incidence",18,"BEN","Benin"
"215",8.4,"thyroid","incidence",18,"FRA","France"
"216",8.4,"thyroid","incidence",18,"AUS","Australia"
"217",16.3,"stomach","incidence",18,"VNM","Viet Nam"
"218",32.9,"colorectum","incidence",18,"HRV","Croatia"
"219",85,"breast","incidence",19,"NZL","New Zealand"
"220",20.5,"breast","mortality",19,"ERI","Eritrea"
"221",34.3,"lung","incidence",19,"HRV","Croatia"
"222",28.4,"lung","mortality",19,"CAN","Canada"
"223",13.4,"liver","incidence",19,"GNB","Guinea Bissau"
"224",13.4,"liver","incidence",19,"MRT","Mauritania"
"225",13,"liver","mortality",19,"KOR","Republic of Korea"
"226",16,"stomach","incidence",19,"RUS","Russian Federation"
"227",13,"stomach","mortality",19,"KOR","Republic of Korea"
"228",32.6,"colorectum","incidence",19,"SRB","Serbia"
"229",13.6,"colorectum","mortality",19,"PRT","Portugal"
"230",83.1,"breast","incidence",20,"CHE","Switzerland"
"231",20.4,"breast","mortality",20,"PYF","French Polynesia"
"232",33.9,"lung","incidence",20,"SVN","Slovenia"
"233",27.9,"lung","mortality",20,"TLS","Timor-Leste"
"234",12.9,"liver","mortality",20,"IRN","Iran (Islamic Republic of)"
"235",7.8,"thyroid","incidence",20,"ECU","Ecuador"
"236",1.5,"thyroid","mortality",20,"IDN","Indonesia"
"237",15.8,"stomach","incidence",20,"PER","Peru"
"238",12.9,"stomach","mortality",20,"IRN","Iran (Islamic Republic of)"
"239",32.2,"colorectum","incidence",20,"JPN","Japan"
"240",13.4,"colorectum","mortality",20,"ROU","Romania"
"241",13.4,"colorectum","mortality",20,"NLD","Netherlands"
"242",80.5,"breast","incidence",21,"ISR","Israel"
"243",20.3,"breast","mortality",21,"BEL","Belgium"
"244",32.9,"lung","incidence",21,"CUB","Cuba"
"245",27.6,"lung","mortality",21,"ROU","Romania"
"246",13.3,"liver","incidence",21,"RWA","Rwanda"
"247",12.7,"liver","mortality",21,"AFG","Afghanistan"
"248",7.3,"thyroid","incidence",21,"CZE","Czech Republic"
"249",7.3,"thyroid","incidence",21,"SVN","Slovenia"
"250",1.4,"thyroid","mortality",21,"SSD","South Sudan"
"251",1.4,"thyroid","mortality",21,"PHL","Philippines"
"252",1.4,"thyroid","mortality",21,"OMN","Oman"
"253",1.4,"thyroid","mortality",21,"TUR","Turkey"
"254",1.4,"thyroid","mortality",21,"FJI","Fiji"
"255",15.6,"stomach","incidence",21,"CHL","Chile"
"256",12.7,"stomach","mortality",21,"AFG","Afghanistan"
"257",31.9,"colorectum","incidence",21,"MLT","Malta"
"258",80.4,"breast","incidence",22,"SWE","Sweden"
"259",20.2,"breast","mortality",22,"MNE","Montenegro"
"260",32.6,"lung","incidence",22,"ROU","Romania"
"261",26.8,"lung","mortality",22,"SVN","Slovenia"
"262",13,"liver","incidence",22,"CPV","Cabo Verde"
"263",12.4,"liver","mortality",22,"JPN","Japan"
"264",12.4,"liver","mortality",22,"ARM","Armenia"
"265",15.2,"stomach","incidence",22,"IRN","Iran (Islamic Republic of)"
"266",12.4,"stomach","mortality",22,"JPN","Japan"
"267",12.4,"stomach","mortality",22,"ARM","Armenia"
"268",31.7,"colorectum","incidence",22,"PRT","Portugal"
"269",13.1,"colorectum","mortality",22,"TTO","Trinidad and Tobago"
"270",79.8,"breast","incidence",23,"CAN","Canada"
"271",20.1,"breast","mortality",23,"GUY","Guyana"
"272",32.5,"lung","incidence",23,"CZE","Czech Republic"
"273",25.9,"lung","mortality",23,"BGR","Bulgaria"
"274",12.5,"liver","incidence",23,"TGO","Togo"
"275",6.9,"thyroid","incidence",23,"ISL","Iceland"
"276",15.1,"stomach","incidence",23,"ARM","Armenia"
"277",31.5,"colorectum","incidence",23,"BGR","Bulgaria"
"278",31.5,"colorectum","incidence",23,"LUX","Luxembourg"
"279",13,"colorectum","mortality",23,"ARG","Argentina"
"280",13,"colorectum","mortality",23,"NOR","Norway"
"281",13,"colorectum","mortality",23,"MKD","The former Yugoslav Republic of Macedonia"
"282",78.7,"breast","incidence",24,"LBN","Lebanon"
"283",19.9,"breast","mortality",24,"TCD","Chad"
"284",19.9,"breast","mortality",24,"ARG","Argentina"
"285",31.3,"lung","incidence",24,"IRL","Ireland"
"286",25.4,"lung","mortality",24,"GBR","United Kingdom of Great Britain and Northern Ireland"
"287",12.2,"liver","incidence",24,"SEN","Senegal"
"288",12.2,"liver","mortality",24,"TUR","Turkey"
"289",6.8,"thyroid","incidence",24,"SLB","Solomon Islands"
"290",14.3,"stomach","incidence",24,"PRK","Democratic People's Republic of Korea"
"291",14.3,"stomach","incidence",24,"UKR","Ukraine"
"292",14.3,"stomach","incidence",24,"LVA","Latvia"
"293",12.2,"stomach","mortality",24,"TUR","Turkey"
"294",78.4,"breast","incidence",25,"CYP","Cyprus"
"295",31,"lung","incidence",25,"TLS","Timor-Leste"
"296",25.3,"lung","mortality",25,"KAZ","Kazakhstan"
"297",25.3,"lung","mortality",25,"BIH","Bosnia and Herzegovina"
"298",25.3,"lung","mortality",25,"GRC","Greece"
"299",25.3,"lung","mortality",25,"FRA","France"
"300",11.5,"liver","incidence",25,"NGA","Nigeria"
"301",12,"liver","mortality",25,"CRI","Costa Rica"
"302",6.4,"thyroid","incidence",25,"BRA","Brazil"
"303",12,"stomach","mortality",25,"CRI","Costa Rica"
"304",30.9,"colorectum","incidence",25,"DEU","Germany"
"305",76.2,"breast","incidence",26,"MKD","The former Yugoslav Republic of Macedonia"
"306",19.3,"breast","mortality",26,"IRQ","Iraq"
"307",30.3,"lung","incidence",26,"ESP","Spain"
"308",11.4,"liver","incidence",26,"PHL","Philippines"
"309",11.4,"liver","incidence",26,"SLB","Solomon Islands"
"310",11.6,"liver","mortality",26,"UKR","Ukraine"
"311",6,"thyroid","incidence",26,"BEL","Belgium"
"312",1.3,"thyroid","mortality",26,"SDN","Sudan"
"313",1.3,"thyroid","mortality",26,"BOL","Bolivia (Plurinational State of)"
"314",1.3,"thyroid","mortality",26,"MMR","Myanmar"
"315",1.3,"thyroid","mortality",26,"VNM","Viet Nam"
"316",11.6,"stomach","mortality",26,"UKR","Ukraine"
"317",30.2,"colorectum","incidence",26,"GBR","United Kingdom of Great Britain and Northern Ireland"
"318",12.9,"colorectum","mortality",26,"BLR","Belarus"
"319",12.9,"colorectum","mortality",26,"LVA","Latvia"
"320",74.1,"breast","incidence",27,"ARM","Armenia"
"321",19.2,"breast","mortality",27,"EGY","Egypt"
"322",30,"lung","incidence",27,"NOR","Norway"
"323",30,"lung","incidence",27,"GBR","United Kingdom of Great Britain and Northern Ireland"
"324",11.5,"liver","mortality",27,"UZB","Uzbekistan"
"325",5.8,"thyroid","incidence",27,"MLT","Malta"
"326",5.8,"thyroid","incidence",27,"PNG","Papua New Guinea"
"327",5.8,"thyroid","incidence",27,"GUM","Guam"
"328",14.2,"stomach","incidence",27,"TUR","Turkey"
"329",11.5,"stomach","mortality",27,"UZB","Uzbekistan"
"330",30,"colorectum","incidence",27,"FRA","France"
"331",73.1,"breast","incidence",28,"NOR","Norway"
"332",19.1,"breast","mortality",28,"IRL","Ireland"
"333",11.2,"liver","incidence",28,"HND","Honduras"
"334",11.2,"liver","incidence",28,"PNG","Papua New Guinea"
"335",11.2,"liver","mortality",28,"COL","Colombia"
"336",11.2,"liver","mortality",28,"AZE","Azerbaijan"
"337",13.8,"stomach","incidence",28,"EST","Estonia"
"338",13.8,"stomach","incidence",28,"LTU","Lithuania"
"339",11.2,"stomach","mortality",28,"COL","Colombia"
"340",11.2,"stomach","mortality",28,"AZE","Azerbaijan"
"341",29.5,"colorectum","incidence",28,"URY","Uruguay"
"342",12.8,"colorectum","mortality",28,"KAZ","Kazakhstan"
"343",71.2,"breast","incidence",29,"ARG","Argentina"
"344",19,"breast","mortality",29,"DJI","Djibouti"
"345",29.8,"lung","incidence",29,"ISL","Iceland"
"346",25.1,"lung","mortality",29,"URY","Uruguay"
"347",29.4,"colorectum","incidence",29,"CHE","Switzerland"
"348",12.3,"colorectum","mortality",29,"EST","Estonia"
"349",12.3,"colorectum","mortality",29,"ESP","Spain"
"350",70.3,"breast","incidence",30,"CZE","Czech Republic"
"351",18.9,"breast","mortality",30,"MYS","Malaysia"
"352",28.7,"lung","incidence",30,"KOR","Republic of Korea"
"353",24.7,"lung","mortality",30,"CZE","Czech Republic"
"354",11.1,"liver","incidence",30,"GHA","Ghana"
"355",10.7,"liver","mortality",30,"MMR","Myanmar"
"356",5.2,"thyroid","incidence",30,"RUS","Russian Federation"
"357",5.2,"thyroid","incidence",30,"FIN","Finland"
"358",1.2,"thyroid","mortality",30,"IRQ","Iraq"
"359",1.2,"thyroid","mortality",30,"QAT","Qatar"
"360",1.2,"thyroid","mortality",30,"ARE","United Arab Emirates"
"361",1.2,"thyroid","mortality",30,"GUM","Guam"
"362",13.4,"stomach","incidence",30,"COL","Colombia"
"363",10.7,"stomach","mortality",30,"MMR","Myanmar"
"364",29.2,"colorectum","incidence",30,"SWE","Sweden"
"365",69.8,"breast","incidence",31,"URY","Uruguay"
"366",18.8,"breast","mortality",31,"MUS","Mauritius"
"367",18.8,"breast","mortality",31,"DNK","Denmark"
"368",28.5,"lung","incidence",31,"GRC","Greece"
"369",24.5,"lung","mortality",31,"ISL","Iceland"
"370",11,"liver","incidence",31,"MMR","Myanmar"
"371",10.5,"liver","mortality",31,"PRK","Democratic People's Republic of Korea"
"372",13.1,"stomach","incidence",31,"PRT","Portugal"
"373",10.5,"stomach","mortality",31,"PRK","Democratic People's Republic of Korea"
"374",28.4,"colorectum","incidence",31,"BRB","Barbados"
"375",28.4,"colorectum","incidence",31,"ISL","Iceland"
"376",12.2,"colorectum","mortality",31,"IRL","Ireland"
"377",12.2,"colorectum","mortality",31,"MLT","Malta"
"378",69,"breast","incidence",32,"SRB","Serbia"
"379",28.4,"lung","incidence",32,"LUX","Luxembourg"
"380",24.4,"lung","mortality",32,"ALB","Albania"
"381",10.6,"liver","incidence",32,"COD","Democratic Republic of the Congo"
"382",10.2,"liver","mortality",32,"LVA","Latvia"
"383",10.2,"liver","mortality",32,"LTU","Lithuania"
"384",5.1,"thyroid","incidence",32,"MTQ","Martinique"
"385",5.1,"thyroid","incidence",32,"COL","Colombia"
"386",13,"stomach","incidence",32,"AZE","Azerbaijan"
"387",10.2,"stomach","mortality",32,"LVA","Latvia"
"388",10.2,"stomach","mortality",32,"LTU","Lithuania"
"389",68,"breast","incidence",33,"AUT","Austria"
"390",18.6,"breast","mortality",33,"JAM","Jamaica"
"391",28.3,"lung","incidence",33,"SVK","Slovakia"
"392",23.6,"lung","mortality",33,"EST","Estonia"
"393",23.6,"lung","mortality",33,"IRL","Ireland"
"394",10.3,"liver","incidence",33,"NIC","Nicaragua"
"395",12.7,"stomach","incidence",33,"AFG","Afghanistan"
"396",28.3,"colorectum","incidence",33,"MDA","Republic of Moldova"
"397",12,"colorectum","mortality",33,"PRK","Democratic People's Republic of Korea"
"398",12,"colorectum","mortality",33,"BRN","Brunei Darussalam"
"399",67.6,"breast","incidence",34,"PRT","Portugal"
"400",18.5,"breast","mortality",34,"CIV","Côte D'Ivoire"
"401",28.1,"lung","incidence",34,"BGR","Bulgaria"
"402",10.1,"liver","incidence",34,"SWZ","Swaziland"
"403",10.1,"liver","mortality",34,"NIC","Nicaragua"
"404",5,"thyroid","incidence",34,"HUN","Hungary"
"405",5,"thyroid","incidence",34,"CHE","Switzerland"
"406",5,"thyroid","incidence",34,"NZL","New Zealand"
"407",1.1,"thyroid","mortality",34,"EGY","Egypt"
"408",1.1,"thyroid","mortality",34,"ECU","Ecuador"
"409",12.5,"stomach","incidence",34,"UZB","Uzbekistan"
"410",10.1,"stomach","mortality",34,"NIC","Nicaragua"
"411",28.2,"colorectum","incidence",34,"MNE","Montenegro"
"412",67.3,"breast","incidence",35,"ESP","Spain"
"413",18.4,"breast","mortality",35,"UKR","Ukraine"
"414",27.9,"lung","incidence",35,"KAZ","Kazakhstan"
"415",23.1,"lung","mortality",35,"LUX","Luxembourg"
"416",10,"liver","incidence",35,"ARM","Armenia"
"417",9.7,"liver","mortality",35,"EST","Estonia"
"418",11.5,"stomach","incidence",35,"MDA","Republic of Moldova"
"419",9.7,"stomach","mortality",35,"EST","Estonia"
"420",27.2,"colorectum","incidence",35,"EST","Estonia"
"421",11.9,"colorectum","mortality",35,"JPN","Japan"
"422",66.5,"breast","incidence",36,"SVN","Slovenia"
"423",18.3,"breast","mortality",36,"PSE","Palestine, State of"
"424",18.3,"breast","mortality",36,"MDA","Republic of Moldova"
"425",27.8,"lung","incidence",36,"LVA","Latvia"
"426",22.8,"lung","mortality",36,"ESP","Spain"
"427",9.7,"liver","incidence",36,"SGP","Singapore"
"428",9.5,"liver","mortality",36,"MDA","Republic of Moldova"
"429",1,"thyroid","mortality",36,"ZWE","Zimbabwe"
"430",1,"thyroid","mortality",36,"ESH","Western Sahara"
"431",1,"thyroid","mortality",36,"BEN","Benin"
"432",1,"thyroid","mortality",36,"SEN","Senegal"
"433",1,"thyroid","mortality",36,"LBN","Lebanon"
"434",11.2,"stomach","incidence",36,"MMR","Myanmar"
"435",9.5,"stomach","mortality",36,"MDA","Republic of Moldova"
"436",27,"colorectum","incidence",36,"POL","Poland"
"437",11.8,"colorectum","mortality",36,"SGP","Singapore"
"438",11.8,"colorectum","mortality",36,"BEL","Belgium"
"439",65.7,"breast","incidence",37,"SGP","Singapore"
"440",27.5,"lung","incidence",37,"AUT","Austria"
"441",27.5,"lung","incidence",37,"DEU","Germany"
"442",22.6,"lung","mortality",37,"VNM","Viet Nam"
"443",9.3,"liver","incidence",37,"JPN","Japan"
"444",9.1,"liver","mortality",37,"MLI","Mali"
"445",4.8,"thyroid","incidence",37,"CHL","Chile"
"446",4.8,"thyroid","incidence",37,"LVA","Latvia"
"447",11.1,"stomach","incidence",37,"NIC","Nicaragua"
"448",9.1,"stomach","mortality",37,"MLI","Mali"
"449",26.4,"colorectum","incidence",37,"ROU","Romania"
"450",65,"breast","incidence",38,"FJI","Fiji"
"451",18.1,"breast","mortality",38,"MLT","Malta"
"452",22.2,"lung","mortality",38,"LVA","Latvia"
"453",22.2,"lung","mortality",38,"NOR","Norway"
"454",22.2,"lung","mortality",38,"DEU","Germany"
"455",8.9,"liver","incidence",38,"DOM","Dominican Republic"
"456",8.9,"liver","incidence",38,"FJI","Fiji"
"457",9,"liver","mortality",38,"PRT","Portugal"
"458",9,"liver","mortality",38,"WSM","Samoa"
"459",10.6,"stomach","incidence",38,"PAN","Panama"
"460",9,"stomach","mortality",38,"PRT","Portugal"
"461",9,"stomach","mortality",38,"WSM","Samoa"
"462",26,"colorectum","incidence",38,"AUT","Austria"
"463",11.6,"colorectum","mortality",38,"CUB","Cuba"
"464",64.2,"breast","incidence",39,"MUS","Mauritius"
"465",18,"breast","mortality",39,"MAR","Morocco"
"466",18,"breast","mortality",39,"KAZ","Kazakhstan"
"467",18,"breast","mortality",39,"NLD","Netherlands"
"468",27.4,"lung","incidence",39,"URY","Uruguay"
