"","category","location","years","value"
"780","기타돔류","전라북도",1971,0
"781","기타돔류","전라남도",1971,100
"782","기타돔류","경상북도",1971,1
"783","기타돔류","경상남도",1971,51
"784","기타돔류","제주도",1971,1
"785","매퉁이류","부산광역시",1971,27
"786","매퉁이류","충청남도",1971,12
"787","매퉁이류","전라북도",1971,7
"788","매퉁이류","전라남도",1971,157
"789","매퉁이류","경상북도",1971,0
"790","매퉁이류","경상남도",1971,42
"791","멸치","부산광역시",1971,1214
"792","멸치","경기도",1971,712
"793","멸치","강원도",1971,589
"794","멸치","충청남도",1971,387
"795","멸치","전라북도",1971,289
"796","멸치","전라남도",1971,11599
"797","멸치","경상북도",1971,2855
"798","멸치","경상남도",1971,47625
"799","멸치","제주도",1971,1634
"800","명태","부산광역시",1971,53
"801","명태","강원도",1971,10260
"802","명태","전라남도",1971,781
"803","명태","경상북도",1971,147
"804","명태","경상남도",1971,0
"805","민어","부산광역시",1971,219
"806","민어","경기도",1971,188
"807","민어","충청남도",1971,203
"808","민어","전라북도",1971,11
"809","민어","전라남도",1971,294
"810","민어","경상남도",1971,49
"811","민어","제주도",1971,3
"812","방어류","부산광역시",1971,146
"813","방어류","경기도",1971,0
"814","방어류","강원도",1971,107
"815","방어류","충청남도",1971,0
"816","방어류","전라북도",1971,0
"817","방어류","전라남도",1971,33
"818","방어류","경상북도",1971,261
"819","방어류","경상남도",1971,146
"820","방어류","제주도",1971,68
"821","뱅어류","부산광역시",1971,0
"822","뱅어류","경기도",1971,617
"823","뱅어류","충청남도",1971,1108
"824","뱅어류","전라남도",1971,6
"825","뱅어류","경상남도",1971,41
"826","병어류","부산광역시",1971,788
"827","병어류","경기도",1971,1341
"828","병어류","충청남도",1971,251
"829","병어류","전라북도",1971,582
"830","병어류","전라남도",1971,1360
"831","병어류","경상북도",1971,0
"832","병어류","경상남도",1971,170
"833","보리멸","충청남도",1971,0
"834","보리멸","전라북도",1971,0
"835","보리멸","전라남도",1971,0
"836","보리멸","경상남도",1971,0
"837","복어류","부산광역시",1971,353
"838","복어류","경기도",1971,90
"839","복어류","강원도",1971,13
"840","복어류","충청남도",1971,267
"841","복어류","전라북도",1971,255
"842","복어류","전라남도",1971,352
"843","복어류","경상북도",1971,22
"844","복어류","경상남도",1971,1774
"845","복어류","제주도",1971,1
"846","기타볼락류","부산광역시",1971,53
"847","기타볼락류","경기도",1971,0
"848","기타볼락류","강원도",1971,345
"849","기타볼락류","충청남도",1971,14
"850","기타볼락류","전라북도",1971,0
"851","기타볼락류","전라남도",1971,115
"852","기타볼락류","경상북도",1971,33
"853","기타볼락류","경상남도",1971,771
"854","기타볼락류","제주도",1971,7
"855","삼치류","부산광역시",1971,406
"856","삼치류","경기도",1971,257
"857","삼치류","강원도",1971,9
"858","삼치류","충청남도",1971,362
"859","삼치류","전라북도",1971,1777
"860","삼치류","전라남도",1971,2692
"861","삼치류","경상북도",1971,41
"862","삼치류","경상남도",1971,803
"863","삼치류","제주도",1971,237
"864","상어류","부산광역시",1971,4987
"865","상어류","경기도",1971,0
"866","상어류","강원도",1971,3
"867","상어류","충청남도",1971,212
"868","상어류","전라북도",1971,0
"869","상어류","전라남도",1971,419
"870","상어류","경상북도",1971,97
"871","상어류","경상남도",1971,918
"872","상어류","제주도",1971,36
"873","서대류","부산광역시",1971,691
"874","서대류","경기도",1971,340
"875","서대류","충청남도",1971,299
"876","서대류","전라북도",1971,28
"877","서대류","전라남도",1971,890
"878","서대류","경상남도",1971,697
"879","성대류","부산광역시",1971,88
"880","성대류","경기도",1971,7
"881","성대류","충청남도",1971,0
"882","성대류","전라북도",1971,0
"883","성대류","전라남도",1971,3
"884","성대류","경상남도",1971,0
"885","송어류","부산광역시",1971,0
"886","송어류","강원도",1971,41
"887","송어류","충청남도",1971,20
"888","송어류","전라북도",1971,23
"889","송어류","전라남도",1971,122
"890","송어류","경상북도",1971,20
"891","숭어류","부산광역시",1971,239
"892","숭어류","경기도",1971,89
"893","숭어류","강원도",1971,7
"894","숭어류","충청남도",1971,232
"895","숭어류","전라북도",1971,17
"896","숭어류","전라남도",1971,694
"897","숭어류","경상북도",1971,1
"898","숭어류","경상남도",1971,1015
"899","숭어류","제주도",1971,1
"900","양미리","부산광역시",1971,0
"901","양미리","경기도",1971,92
"902","양미리","강원도",1971,362
"903","양미리","충청남도",1971,0
"904","양미리","전라북도",1971,0
"905","양미리","전라남도",1971,0
"906","양미리","경상북도",1971,23
"907","양미리","경상남도",1971,20
"908","양태류","부산광역시",1971,89
"909","양태류","경기도",1971,0
"910","양태류","충청남도",1971,36
"911","양태류","전라북도",1971,20
"912","양태류","전라남도",1971,483
"913","양태류","경상남도",1971,408
"914","임연수어","강원도",1971,0
"915","임연수어","전라북도",1971,0
"916","임연수어","전라남도",1971,0
"917","임연수어","경상북도",1971,0
"918","갯장어","부산광역시",1971,619
"919","갯장어","경기도",1971,178
"920","갯장어","충청남도",1971,14
"921","갯장어","전라북도",1971,0
"922","갯장어","전라남도",1971,1159
"923","갯장어","경상북도",1971,0
"924","갯장어","경상남도",1971,819
"925","붕장어","부산광역시",1971,793
"926","붕장어","경기도",1971,0
"927","붕장어","충청남도",1971,70
"928","붕장어","전라북도",1971,0
"929","붕장어","전라남도",1971,784
"930","붕장어","경상북도",1971,66
"931","붕장어","경상남도",1971,2230
"932","붕장어","제주도",1971,0
"933","전갱이류","부산광역시",1971,7218
"934","전갱이류","경기도",1971,0
"935","전갱이류","충청남도",1971,0
"936","전갱이류","전라북도",1971,0
"937","전갱이류","전라남도",1971,291
"938","전갱이류","경상북도",1971,1
"939","전갱이류","경상남도",1971,1350
"940","전갱이류","제주도",1971,44
"941","전어","부산광역시",1971,271
"942","전어","경기도",1971,110
"943","전어","강원도",1971,2
"944","전어","충청남도",1971,19
"945","전어","전라북도",1971,54
"946","전어","전라남도",1971,2118
"947","전어","경상북도",1971,336
"948","전어","경상남도",1971,2295
"949","정어리","부산광역시",1971,1
"950","정어리","강원도",1971,0
"951","정어리","전라남도",1971,18
"952","정어리","경상북도",1971,0
"953","정어리","경상남도",1971,119
"954","참조기","부산광역시",1971,5970
"955","참조기","경기도",1971,4264
"956","참조기","충청남도",1971,836
"957","참조기","전라북도",1971,2707
"958","참조기","전라남도",1971,6836
"959","참조기","경상남도",1971,3784
"960","참조기","제주도",1971,157
"961","기타조기류","부산광역시",1971,12312
"962","기타조기류","경기도",1971,4075
"963","기타조기류","충청남도",1971,407
"964","기타조기류","전라북도",1971,53
"965","기타조기류","전라남도",1971,1257
"966","기타조기류","경상남도",1971,1124
"967","기타조기류","제주도",1971,2
"968","준치","부산광역시",1971,86
"969","준치","경기도",1971,648
"970","준치","충청남도",1971,386
"971","준치","전라북도",1971,183
"972","준치","전라남도",1971,1727
"973","준치","경상북도",1971,1
"974","준치","경상남도",1971,35
"975","준치","제주도",1971,41
"976","쥐치류","부산광역시",1971,0
"977","쥐치류","경기도",1971,0
"978","쥐치류","강원도",1971,0
"979","쥐치류","충청남도",1971,0
"980","쥐치류","전라북도",1971,0
"981","쥐치류","전라남도",1971,0
"982","쥐치류","경상북도",1971,0
"983","쥐치류","경상남도",1971,0
"984","쥐치류","제주도",1971,0
"985","청어","부산광역시",1971,3755
"986","청어","경기도",1971,2056
"987","청어","강원도",1971,11
"988","청어","전라북도",1971,0
"989","청어","전라남도",1971,139
"990","청어","경상북도",1971,0
"991","청어","경상남도",1971,757
"992","기타어류","부산광역시",1971,22809
"993","기타어류","경기도",1971,28423
"994","기타어류","강원도",1971,3160
"995","기타어류","충청남도",1971,5446
"996","기타어류","전라북도",1971,9666
"997","기타어류","전라남도",1971,28345
"998","기타어류","경상북도",1971,8329
"999","기타어류","경상남도",1971,40869
"1000","기타어류","제주도",1971,504
"1001","꽃게","부산광역시",1971,69
"1002","꽃게","경기도",1971,1323
"1003","꽃게","충청남도",1971,1802
"1004","꽃게","전라북도",1971,152
"1005","꽃게","전라남도",1971,718
"1006","꽃게","경상남도",1971,49
"1007","대게","부산광역시",1971,120
"1008","대게","경기도",1971,0
"1009","대게","강원도",1971,0
"1010","대게","전라북도",1971,23
"1011","대게","전라남도",1971,33
"1012","대게","경상북도",1971,15
"1013","대게","경상남도",1971,303
"1014","기타게류","부산광역시",1971,1356
"1015","기타게류","경기도",1971,64
"1016","기타게류","강원도",1971,91
"1017","기타게류","충청남도",1971,225
"1018","기타게류","전라북도",1971,19
"1019","기타게류","전라남도",1971,484
"1020","기타게류","경상북도",1971,384
"1021","기타게류","경상남도",1971,544
"1022","대하","부산광역시",1971,0
"1023","대하","경기도",1971,32
"1024","대하","충청남도",1971,97
"1025","대하","전라북도",1971,7
"1026","대하","전라남도",1971,112
"1027","대하","경상북도",1971,2
"1028","대하","경상남도",1971,16
"1029","보리새우","부산광역시",1971,17
"1030","보리새우","충청남도",1971,0
"1031","보리새우","전라북도",1971,5
"1032","보리새우","전라남도",1971,549
"1033","보리새우","경상남도",1971,0
"1034","젓새우류","경기도",1971,1650
"1035","젓새우류","충청남도",1971,1022
"1036","젓새우류","전라북도",1971,0
"1037","젓새우류","전라남도",1971,153
"1038","젓새우류","경상북도",1971,0
"1039","젓새우류","경상남도",1971,0
"1040","중하","부산광역시",1971,18
"1041","중하","경기도",1971,9
"1042","중하","강원도",1971,0
"1043","중하","충청남도",1971,88
"1044","중하","전라북도",1971,14
"1045","중하","전라남도",1971,269
"1046","중하","경상북도",1971,1
"1047","중하","경상남도",1971,507
"1048","기타새우류","부산광역시",1971,80
"1049","기타새우류","경기도",1971,143
"1050","기타새우류","강원도",1971,32
"1051","기타새우류","충청남도",1971,390
"1052","기타새우류","전라북도",1971,18
"1053","기타새우류","전라남도",1971,253
"1054","기타새우류","경상북도",1971,139
"1055","기타새우류","경상남도",1971,614
"1056","기타새우류","제주도",1971,9
"1057","기타갑각류","부산광역시",1971,9
"1058","기타갑각류","경기도",1971,0
"1059","기타갑각류","강원도",1971,0
"1060","기타갑각류","충청남도",1971,142
"1061","기타갑각류","전라북도",1971,0
"1062","기타갑각류","전라남도",1971,168
"1063","기타갑각류","경상북도",1971,0
"1064","기타갑각류","경상남도",1971,940
"1065","골뱅이","강원도",1971,0
"1066","골뱅이","충청남도",1971,0
"1067","골뱅이","전라북도",1971,0
"1068","골뱅이","경상북도",1971,0
"1069","골뱅이","경상남도",1971,0
"1070","굴류","부산광역시",1971,884
"1071","굴류","경기도",1971,746
"1072","굴류","충청남도",1971,734
"1073","굴류","전라북도",1971,1
"1074","굴류","전라남도",1971,2678
"1075","굴류","경상북도",1971,0
"1076","굴류","경상남도",1971,2808
"1077","소라고둥","부산광역시",1971,66
"1078","소라고둥","경기도",1971,4
"1079","소라고둥","강원도",1971,0
"1080","소라고둥","충청남도",1971,603
